STATION,route_id,hour,current_crowd,last_month_crowd,last_year_crowd
125 ST,6,21,271.0,223.0,775.0
125 ST,6,22,228.0,178.0,694.0
125 ST,6,23,192.0,150.0,629.0
125 ST,6,0,155.0,122.0,477.0
125 ST,A,1,134.0,125.0,421.0
125 ST,A,2,95.0,89.0,318.0
125 ST,A,3,43.0,38.0,164.0
125 ST,A,4,50.0,55.0,162.0
125 ST,A,5,110.0,103.0,277.0
125 ST,A,6,169.0,145.0,384.0
125 ST,A,7,250.0,216.0,542.0
125 ST,A,8,422.0,356.0,885.0
125 ST,A,9,737.0,589.0,1699.0
125 ST,A,10,570.0,458.0,1463.0
125 ST,A,11,427.0,335.0,1144.0
125 ST,A,12,409.0,325.0,1074.0
125 ST,A,13,389.0,313.0,978.0
125 ST,A,14,345.0,286.0,838.0
125 ST,A,15,333.0,279.0,786.0
125 ST,A,16,403.0,337.0,961.0
125 ST,A,17,438.0,362.0,1092.0
125 ST,A,18,353.0,285.0,935.0
125 ST,A,19,474.0,379.0,1280.0
125 ST,A,20,448.0,362.0,1248.0
125 ST,A,21,256.0,211.0,825.0
125 ST,A,22,212.0,172.0,710.0
125 ST,A,23,163.0,136.0,574.0
125 ST,A,0,124.0,105.0,404.0
125 ST,B,1,0.0,0.0,0.0
125 ST,B,2,0.0,0.0,0.0
125 ST,B,3,0.0,0.0,0.0
125 ST,B,4,0.0,0.0,0.0
125 ST,B,5,0.0,0.0,0.0
125 ST,B,6,0.0,0.0,0.0
125 ST,B,7,202.0,176.0,401.0
125 ST,B,8,408.0,340.0,827.0
125 ST,B,9,580.0,471.0,1352.0
125 ST,B,10,400.0,315.0,1056.0
125 ST,B,11,260.0,200.0,712.0
125 ST,B,12,208.0,163.0,546.0
125 ST,B,13,209.0,169.0,497.0
125 ST,B,14,206.0,168.0,469.0
125 ST,B,15,205.0,168.0,453.0
125 ST,B,16,244.0,201.0,542.0
125 ST,B,17,304.0,250.0,700.0
125 ST,B,18,287.0,237.0,689.0
125 ST,B,19,373.0,302.0,907.0
125 ST,B,20,315.0,258.0,761.0
125 ST,B,21,183.0,145.0,518.0
125 ST,B,22,146.0,114.0,460.0
125 ST,B,23,180.0,144.0,569.0
125 ST,B,0,0.0,0.0,0.0
125 ST,C,1,0.0,0.0,0.0
125 ST,C,2,0.0,0.0,0.0
125 ST,C,3,0.0,0.0,0.0
125 ST,C,4,0.0,0.0,0.0
125 ST,C,5,0.0,0.0,0.0
125 ST,C,6,74.0,63.0,143.0
125 ST,C,7,83.0,71.0,161.0
125 ST,C,8,295.0,246.0,642.0
125 ST,C,9,522.0,414.0,1284.0
125 ST,C,10,538.0,433.0,1481.0
125 ST,C,11,350.0,276.0,1050.0
125 ST,C,12,311.0,248.0,912.0
125 ST,C,13,302.0,247.0,811.0
125 ST,C,14,328.0,267.0,809.0
125 ST,C,15,347.0,285.0,826.0
125 ST,C,16,403.0,335.0,958.0
125 ST,C,17,510.0,418.0,1263.0
125 ST,C,18,449.0,363.0,1175.0
125 ST,C,19,598.0,476.0,1633.0
125 ST,C,20,521.0,415.0,1424.0
125 ST,C,21,321.0,261.0,1027.0
125 ST,C,22,205.0,165.0,715.0
125 ST,C,23,170.0,143.0,619.0
125 ST,C,0,222.0,193.0,792.0
125 ST,D,1,123.0,101.0,307.0
125 ST,D,2,59.0,49.0,160.0
125 ST,D,3,28.0,22.0,89.0
125 ST,D,4,44.0,37.0,108.0
125 ST,D,5,94.0,82.0,201.0
125 ST,D,6,151.0,127.0,300.0
125 ST,D,7,221.0,187.0,435.0
125 ST,D,8,330.0,289.0,634.0
125 ST,D,9,572.0,481.0,1197.0
125 ST,D,10,502.0,413.0,1141.0
125 ST,D,11,522.0,421.0,1205.0
125 ST,D,12,456.0,377.0,1041.0
125 ST,D,13,415.0,350.0,929.0
125 ST,D,14,402.0,340.0,868.0
125 ST,D,15,399.0,341.0,865.0
125 ST,D,16,482.0,406.0,1033.0
125 ST,D,17,461.0,391.0,1002.0
125 ST,D,18,331.0,275.0,766.0
125 ST,D,19,493.0,410.0,1151.0
125 ST,D,20,457.0,387.0,1055.0
125 ST,D,21,285.0,238.0,803.0
125 ST,D,22,236.0,194.0,606.0
125 ST,D,23,154.0,125.0,449.0
125 ST,D,0,141.0,116.0,382.0
135 ST,2,1,122.0,106.0,341.0
135 ST,2,2,100.0,84.0,271.0
135 ST,2,3,46.0,40.0,157.0
135 ST,2,4,43.0,38.0,127.0
135 ST,2,5,93.0,84.0,209.0
135 ST,2,6,129.0,112.0,271.0
135 ST,2,7,201.0,168.0,427.0
135 ST,2,8,389.0,322.0,779.0
135 ST,2,9,795.0,641.0,1678.0
135 ST,2,10,589.0,477.0,1470.0
135 ST,2,11,390.0,310.0,1042.0
135 ST,2,12,359.0,285.0,971.0
135 ST,2,13,359.0,288.0,836.0
135 ST,2,14,377.0,305.0,861.0
135 ST,2,15,367.0,304.0,834.0
135 ST,2,16,430.0,359.0,963.0
135 ST,2,17,472.0,391.0,1095.0
135 ST,2,18,431.0,349.0,1060.0
135 ST,2,19,556.0,448.0,1388.0
135 ST,2,20,473.0,381.0,1180.0
135 ST,2,21,329.0,265.0,896.0
135 ST,2,22,239.0,191.0,707.0
135 ST,2,23,185.0,146.0,579.0
135 ST,2,0,141.0,112.0,410.0
135 ST,3,1,15.0,12.0,39.0
135 ST,3,2,6.0,4.0,13.0
135 ST,3,3,4.0,3.0,9.0
135 ST,3,4,7.0,6.0,15.0
135 ST,3,5,11.0,10.0,23.0
135 ST,3,6,11.0,11.0,24.0
135 ST,3,7,29.0,26.0,58.0
135 ST,3,8,184.0,154.0,378.0
135 ST,3,9,302.0,239.0,752.0
135 ST,3,10,417.0,328.0,1124.0
135 ST,3,11,337.0,267.0,893.0
135 ST,3,12,289.0,227.0,769.0
135 ST,3,13,215.0,177.0,527.0
135 ST,3,14,202.0,168.0,522.0
135 ST,3,15,219.0,188.0,556.0
135 ST,3,16,266.0,225.0,658.0
135 ST,3,17,302.0,253.0,760.0
135 ST,3,18,305.0,247.0,824.0
135 ST,3,19,371.0,294.0,1016.0
135 ST,3,20,344.0,278.0,932.0
135 ST,3,21,205.0,162.0,601.0
135 ST,3,22,143.0,111.0,444.0
135 ST,3,23,135.0,105.0,423.0
135 ST,3,0,87.0,70.0,241.0
135 ST,B,1,0.0,0.0,0.0
135 ST,B,2,0.0,0.0,0.0
135 ST,B,3,0.0,0.0,0.0
135 ST,B,4,0.0,0.0,0.0
135 ST,B,5,0.0,0.0,0.0
135 ST,B,6,0.0,0.0,0.0
135 ST,B,7,186.0,161.0,370.0
135 ST,B,8,379.0,316.0,765.0
135 ST,B,9,552.0,449.0,1288.0
135 ST,B,10,373.0,294.0,987.0
135 ST,B,11,258.0,199.0,717.0
135 ST,B,12,195.0,152.0,515.0
135 ST,B,13,197.0,158.0,469.0
135 ST,B,14,191.0,155.0,436.0
135 ST,B,15,188.0,154.0,416.0
135 ST,B,16,222.0,184.0,496.0
135 ST,B,17,278.0,229.0,644.0
135 ST,B,18,264.0,217.0,637.0
135 ST,B,19,342.0,275.0,837.0
135 ST,B,20,292.0,239.0,707.0
135 ST,B,21,171.0,136.0,484.0
135 ST,B,22,135.0,106.0,426.0
135 ST,B,23,179.0,143.0,565.0
135 ST,B,0,0.0,0.0,0.0
135 ST,C,1,0.0,0.0,0.0
135 ST,C,2,0.0,0.0,0.0
135 ST,C,3,0.0,0.0,0.0
135 ST,C,4,0.0,0.0,0.0
135 ST,C,5,0.0,0.0,0.0
135 ST,C,6,56.0,45.0,107.0
135 ST,C,7,66.0,56.0,130.0
135 ST,C,8,271.0,226.0,589.0
135 ST,C,9,490.0,388.0,1208.0
135 ST,C,10,516.0,416.0,1428.0
135 ST,C,11,332.0,262.0,1008.0
135 ST,C,12,296.0,237.0,878.0
135 ST,C,13,289.0,237.0,784.0
135 ST,C,14,313.0,254.0,775.0
135 ST,C,15,328.0,268.0,786.0
135 ST,C,16,379.0,315.0,906.0
135 ST,C,17,486.0,398.0,1208.0
135 ST,C,18,429.0,347.0,1132.0
135 ST,C,19,572.0,455.0,1575.0
135 ST,C,20,497.0,396.0,1368.0
135 ST,C,21,296.0,242.0,951.0
135 ST,C,22,206.0,166.0,710.0
135 ST,C,23,180.0,152.0,661.0
135 ST,C,0,222.0,192.0,790.0
137 ST CITY COL,1,1,137.0,114.0,328.0
137 ST CITY COL,1,2,69.0,58.0,182.0
137 ST CITY COL,1,3,30.0,27.0,99.0
137 ST CITY COL,1,4,51.0,48.0,102.0
137 ST CITY COL,1,5,112.0,100.0,173.0
137 ST CITY COL,1,6,123.0,111.0,190.0
137 ST CITY COL,1,7,172.0,151.0,323.0
137 ST CITY COL,1,8,344.0,285.0,695.0
137 ST CITY COL,1,9,430.0,336.0,961.0
137 ST CITY COL,1,10,357.0,287.0,984.0
137 ST CITY COL,1,11,222.0,175.0,644.0
137 ST CITY COL,1,12,241.0,192.0,673.0
137 ST CITY COL,1,13,247.0,205.0,619.0
137 ST CITY COL,1,14,357.0,300.0,802.0
137 ST CITY COL,1,15,356.0,297.0,785.0
137 ST CITY COL,1,16,419.0,353.0,894.0
137 ST CITY COL,1,17,416.0,336.0,979.0
137 ST CITY COL,1,18,410.0,321.0,1100.0
137 ST CITY COL,1,19,525.0,408.0,1474.0
137 ST CITY COL,1,20,398.0,313.0,1081.0
137 ST CITY COL,1,21,268.0,213.0,870.0
137 ST CITY COL,1,22,201.0,156.0,652.0
137 ST CITY COL,1,23,180.0,137.0,583.0
137 ST CITY COL,1,0,135.0,107.0,405.0
138/GRAND CONC,4,1,116.0,99.0,319.0
138/GRAND CONC,4,2,71.0,60.0,204.0
138/GRAND CONC,4,3,40.0,33.0,125.0
138/GRAND CONC,4,4,60.0,53.0,141.0
138/GRAND CONC,4,5,165.0,149.0,332.0
138/GRAND CONC,4,6,179.0,159.0,343.0
138/GRAND CONC,4,7,274.0,244.0,499.0
138/GRAND CONC,4,8,400.0,357.0,713.0
138/GRAND CONC,4,9,434.0,347.0,1060.0
138/GRAND CONC,4,10,380.0,298.0,906.0
138/GRAND CONC,4,11,335.0,264.0,772.0
138/GRAND CONC,4,12,317.0,258.0,741.0
138/GRAND CONC,4,13,266.0,224.0,613.0
138/GRAND CONC,4,14,325.0,273.0,693.0
138/GRAND CONC,4,15,369.0,309.0,778.0
138/GRAND CONC,4,16,400.0,333.0,827.0
138/GRAND CONC,4,17,358.0,297.0,757.0
138/GRAND CONC,4,18,302.0,246.0,630.0
138/GRAND CONC,4,19,381.0,315.0,765.0
138/GRAND CONC,4,20,447.0,360.0,1089.0
138/GRAND CONC,4,21,271.0,212.0,758.0
138/GRAND CONC,4,22,203.0,156.0,594.0
138/GRAND CONC,4,23,145.0,113.0,415.0
138/GRAND CONC,4,0,122.0,99.0,338.0
138/GRAND CONC,5,1,0.0,0.0,0.0
138/GRAND CONC,5,2,0.0,0.0,0.0
138/GRAND CONC,5,3,0.0,0.0,0.0
138/GRAND CONC,5,4,0.0,0.0,0.0
138/GRAND CONC,5,5,0.0,0.0,0.0
138/GRAND CONC,5,6,0.0,0.0,0.0
138/GRAND CONC,5,7,164.0,136.0,292.0
138/GRAND CONC,5,8,241.0,203.0,446.0
138/GRAND CONC,5,9,456.0,379.0,965.0
138/GRAND CONC,5,10,372.0,304.0,887.0
138/GRAND CONC,5,11,269.0,217.0,694.0
138/GRAND CONC,5,12,253.0,205.0,643.0
138/GRAND CONC,5,13,279.0,228.0,668.0
138/GRAND CONC,5,14,309.0,259.0,677.0
138/GRAND CONC,5,15,306.0,259.0,672.0
138/GRAND CONC,5,16,332.0,284.0,715.0
138/GRAND CONC,5,17,321.0,270.0,649.0
138/GRAND CONC,5,18,396.0,324.0,759.0
138/GRAND CONC,5,19,534.0,436.0,1215.0
138/GRAND CONC,5,20,427.0,350.0,754.0
138/GRAND CONC,5,21,288.0,231.0,669.0
138/GRAND CONC,5,22,183.0,145.0,544.0
138/GRAND CONC,5,23,110.0,89.0,348.0
138/GRAND CONC,5,0,100.0,81.0,324.0
14 ST,1,1,97.0,77.0,279.0
14 ST,1,2,43.0,35.0,121.0
14 ST,1,3,20.0,14.0,72.0
14 ST,1,4,40.0,38.0,82.0
14 ST,1,5,107.0,99.0,160.0
14 ST,1,6,110.0,95.0,178.0
14 ST,1,7,128.0,113.0,276.0
14 ST,1,8,272.0,240.0,647.0
14 ST,1,9,460.0,365.0,1132.0
14 ST,1,10,312.0,247.0,948.0
14 ST,1,11,257.0,201.0,789.0
14 ST,1,12,260.0,204.0,816.0
14 ST,1,13,319.0,257.0,850.0
14 ST,1,14,387.0,323.0,881.0
14 ST,1,15,396.0,330.0,918.0
14 ST,1,16,479.0,402.0,1112.0
14 ST,1,17,459.0,377.0,1138.0
14 ST,1,18,459.0,358.0,1266.0
14 ST,1,19,486.0,379.0,1384.0
14 ST,1,20,403.0,318.0,1106.0
14 ST,1,21,265.0,193.0,767.0
14 ST,1,22,167.0,118.0,518.0
14 ST,1,23,130.0,92.0,400.0
14 ST,1,0,106.0,79.0,316.0
14 ST,2,1,123.0,106.0,339.0
14 ST,2,2,81.0,69.0,240.0
14 ST,2,3,41.0,36.0,156.0
14 ST,2,4,43.0,41.0,132.0
14 ST,2,5,76.0,73.0,184.0
14 ST,2,6,126.0,112.0,291.0
14 ST,2,7,222.0,186.0,475.0
14 ST,2,8,445.0,370.0,959.0
14 ST,2,9,846.0,684.0,1955.0
14 ST,2,10,672.0,546.0,1696.0
14 ST,2,11,461.0,370.0,1229.0
14 ST,2,12,387.0,313.0,1059.0
14 ST,2,13,398.0,320.0,952.0
14 ST,2,14,407.0,341.0,927.0
14 ST,2,15,408.0,344.0,917.0
14 ST,2,16,489.0,417.0,1122.0
14 ST,2,17,549.0,459.0,1280.0
14 ST,2,18,487.0,404.0,1244.0
14 ST,2,19,578.0,476.0,1465.0
14 ST,2,20,496.0,406.0,1258.0
14 ST,2,21,317.0,254.0,889.0
14 ST,2,22,206.0,165.0,641.0
14 ST,2,23,172.0,138.0,536.0
14 ST,2,0,142.0,114.0,426.0
14 ST,3,1,35.0,31.0,113.0
14 ST,3,2,0.0,0.0,0.0
14 ST,3,3,0.0,0.0,0.0
14 ST,3,4,0.0,0.0,0.0
14 ST,3,5,0.0,0.0,0.0
14 ST,3,6,77.0,68.0,194.0
14 ST,3,7,128.0,112.0,304.0
14 ST,3,8,365.0,309.0,791.0
14 ST,3,9,531.0,415.0,1365.0
14 ST,3,10,487.0,388.0,1319.0
14 ST,3,11,375.0,296.0,1011.0
14 ST,3,12,368.0,293.0,993.0
14 ST,3,13,276.0,231.0,694.0
14 ST,3,14,307.0,267.0,723.0
14 ST,3,15,319.0,280.0,742.0
14 ST,3,16,402.0,354.0,958.0
14 ST,3,17,435.0,370.0,1067.0
14 ST,3,18,417.0,348.0,1094.0
14 ST,3,19,486.0,404.0,1248.0
14 ST,3,20,406.0,342.0,1038.0
14 ST,3,21,262.0,214.0,770.0
14 ST,3,22,168.0,140.0,533.0
14 ST,3,23,139.0,113.0,432.0
14 ST,3,0,118.0,95.0,337.0
14 ST,A,1,161.0,150.0,477.0
14 ST,A,2,91.0,85.0,300.0
14 ST,A,3,40.0,35.0,157.0
14 ST,A,4,56.0,59.0,168.0
14 ST,A,5,134.0,121.0,324.0
14 ST,A,6,175.0,145.0,392.0
14 ST,A,7,294.0,251.0,611.0
14 ST,A,8,485.0,405.0,1027.0
14 ST,A,9,778.0,627.0,1807.0
14 ST,A,10,555.0,444.0,1476.0
14 ST,A,11,435.0,342.0,1172.0
14 ST,A,12,424.0,340.0,1131.0
14 ST,A,13,401.0,321.0,1011.0
14 ST,A,14,407.0,336.0,959.0
14 ST,A,15,382.0,318.0,892.0
14 ST,A,16,476.0,397.0,1098.0
14 ST,A,17,518.0,424.0,1250.0
14 ST,A,18,451.0,358.0,1169.0
14 ST,A,19,541.0,429.0,1393.0
14 ST,A,20,462.0,368.0,1208.0
14 ST,A,21,296.0,239.0,901.0
14 ST,A,22,213.0,171.0,677.0
14 ST,A,23,170.0,141.0,556.0
14 ST,A,0,172.0,148.0,520.0
14 ST,C,1,0.0,0.0,0.0
14 ST,C,2,0.0,0.0,0.0
14 ST,C,3,0.0,0.0,0.0
14 ST,C,4,0.0,0.0,0.0
14 ST,C,5,0.0,0.0,0.0
14 ST,C,6,0.0,0.0,0.0
14 ST,C,7,208.0,179.0,487.0
14 ST,C,8,375.0,308.0,831.0
14 ST,C,9,762.0,602.0,1913.0
14 ST,C,10,598.0,470.0,1738.0
14 ST,C,11,417.0,327.0,1248.0
14 ST,C,12,386.0,307.0,1122.0
14 ST,C,13,380.0,308.0,996.0
14 ST,C,14,432.0,353.0,1013.0
14 ST,C,15,455.0,375.0,1049.0
14 ST,C,16,533.0,437.0,1213.0
14 ST,C,17,660.0,531.0,1572.0
14 ST,C,18,581.0,459.0,1484.0
14 ST,C,19,746.0,587.0,1891.0
14 ST,C,20,590.0,468.0,1494.0
14 ST,C,21,370.0,297.0,1138.0
14 ST,C,22,240.0,191.0,800.0
14 ST,C,23,203.0,167.0,682.0
14 ST,C,0,160.0,130.0,512.0
14 ST,E,1,93.0,97.0,294.0
14 ST,E,2,65.0,65.0,199.0
14 ST,E,3,30.0,30.0,109.0
14 ST,E,4,35.0,47.0,116.0
14 ST,E,5,107.0,102.0,242.0
14 ST,E,6,159.0,140.0,328.0
14 ST,E,7,194.0,168.0,392.0
14 ST,E,8,267.0,231.0,536.0
14 ST,E,9,327.0,260.0,767.0
14 ST,E,10,260.0,203.0,673.0
14 ST,E,11,229.0,178.0,602.0
14 ST,E,12,191.0,157.0,495.0
14 ST,E,13,186.0,159.0,495.0
14 ST,E,14,227.0,193.0,561.0
14 ST,E,15,250.0,214.0,614.0
14 ST,E,16,280.0,236.0,712.0
14 ST,E,17,300.0,240.0,868.0
14 ST,E,18,287.0,225.0,893.0
14 ST,E,19,359.0,278.0,1153.0
14 ST,E,20,293.0,230.0,936.0
14 ST,E,21,186.0,152.0,639.0
14 ST,E,22,143.0,121.0,494.0
14 ST,E,23,131.0,114.0,423.0
14 ST,E,0,114.0,104.0,350.0
14 ST,F,1,127.0,99.0,278.0
14 ST,F,2,68.0,52.0,157.0
14 ST,F,3,39.0,29.0,105.0
14 ST,F,4,64.0,55.0,141.0
14 ST,F,5,145.0,123.0,288.0
14 ST,F,6,162.0,136.0,323.0
14 ST,F,7,221.0,188.0,434.0
14 ST,F,8,409.0,359.0,825.0
14 ST,F,9,572.0,471.0,1367.0
14 ST,F,10,522.0,419.0,1358.0
14 ST,F,11,464.0,370.0,1211.0
14 ST,F,12,400.0,326.0,1030.0
14 ST,F,13,374.0,311.0,922.0
14 ST,F,14,404.0,343.0,862.0
14 ST,F,15,419.0,357.0,893.0
14 ST,F,16,501.0,427.0,1071.0
14 ST,F,17,561.0,465.0,1293.0
14 ST,F,18,498.0,407.0,1218.0
14 ST,F,19,639.0,523.0,1536.0
14 ST,F,20,482.0,397.0,1193.0
14 ST,F,21,309.0,245.0,899.0
14 ST,F,22,221.0,171.0,685.0
14 ST,F,23,191.0,145.0,554.0
14 ST,F,0,153.0,118.0,364.0
14 ST,M,1,0.0,0.0,190.0
14 ST,M,2,0.0,0.0,104.0
14 ST,M,3,0.0,0.0,76.0
14 ST,M,4,0.0,0.0,0.0
14 ST,M,5,0.0,0.0,0.0
14 ST,M,6,0.0,0.0,0.0
14 ST,M,7,138.0,119.0,281.0
14 ST,M,8,329.0,293.0,666.0
14 ST,M,9,738.0,628.0,1603.0
14 ST,M,10,487.0,406.0,1326.0
14 ST,M,11,429.0,356.0,1200.0
14 ST,M,12,384.0,320.0,1066.0
14 ST,M,13,352.0,299.0,1013.0
14 ST,M,14,351.0,308.0,820.0
14 ST,M,15,344.0,304.0,788.0
14 ST,M,16,417.0,366.0,969.0
14 ST,M,17,458.0,391.0,1159.0
14 ST,M,18,401.0,333.0,1085.0
14 ST,M,19,520.0,429.0,1469.0
14 ST,M,20,414.0,346.0,1156.0
14 ST,M,21,309.0,251.0,904.0
14 ST,M,22,218.0,174.0,658.0
14 ST,M,23,0.0,0.0,446.0
14 ST,M,0,0.0,0.0,264.0
14 ST-UNION SQ,4,1,117.0,99.0,324.0
14 ST-UNION SQ,4,2,67.0,56.0,201.0
14 ST-UNION SQ,4,3,40.0,32.0,131.0
14 ST-UNION SQ,4,4,61.0,52.0,145.0
14 ST-UNION SQ,4,5,161.0,145.0,334.0
14 ST-UNION SQ,4,6,176.0,156.0,350.0
14 ST-UNION SQ,4,7,263.0,232.0,490.0
14 ST-UNION SQ,4,8,438.0,388.0,816.0
14 ST-UNION SQ,4,9,494.0,400.0,1086.0
14 ST-UNION SQ,4,10,455.0,362.0,1061.0
14 ST-UNION SQ,4,11,384.0,305.0,894.0
14 ST-UNION SQ,4,12,353.0,287.0,848.0
14 ST-UNION SQ,4,13,310.0,262.0,728.0
14 ST-UNION SQ,4,14,390.0,327.0,865.0
14 ST-UNION SQ,4,15,418.0,348.0,915.0
14 ST-UNION SQ,4,16,490.0,417.0,1059.0
14 ST-UNION SQ,4,17,480.0,396.0,1081.0
14 ST-UNION SQ,4,18,468.0,380.0,1162.0
14 ST-UNION SQ,4,19,574.0,466.0,1416.0
14 ST-UNION SQ,4,20,497.0,404.0,1199.0
14 ST-UNION SQ,4,21,293.0,230.0,856.0
14 ST-UNION SQ,4,22,207.0,160.0,630.0
14 ST-UNION SQ,4,23,166.0,130.0,484.0
14 ST-UNION SQ,4,0,143.0,116.0,410.0
14 ST-UNION SQ,5,1,0.0,0.0,0.0
14 ST-UNION SQ,5,2,0.0,0.0,0.0
14 ST-UNION SQ,5,3,0.0,0.0,0.0
14 ST-UNION SQ,5,4,0.0,0.0,0.0
14 ST-UNION SQ,5,5,0.0,0.0,0.0
14 ST-UNION SQ,5,6,0.0,0.0,0.0
14 ST-UNION SQ,5,7,192.0,160.0,364.0
14 ST-UNION SQ,5,8,299.0,253.0,593.0
14 ST-UNION SQ,5,9,537.0,441.0,1208.0
14 ST-UNION SQ,5,10,405.0,328.0,1028.0
14 ST-UNION SQ,5,11,304.0,245.0,793.0
14 ST-UNION SQ,5,12,288.0,233.0,763.0
14 ST-UNION SQ,5,13,334.0,268.0,790.0
14 ST-UNION SQ,5,14,362.0,304.0,825.0
14 ST-UNION SQ,5,15,368.0,312.0,837.0
14 ST-UNION SQ,5,16,450.0,383.0,1011.0
14 ST-UNION SQ,5,17,463.0,385.0,1010.0
14 ST-UNION SQ,5,18,443.0,358.0,1096.0
14 ST-UNION SQ,5,19,549.0,443.0,1391.0
14 ST-UNION SQ,5,20,479.0,389.0,1132.0
14 ST-UNION SQ,5,21,297.0,234.0,854.0
14 ST-UNION SQ,5,22,182.0,142.0,561.0
14 ST-UNION SQ,5,23,110.0,87.0,346.0
14 ST-UNION SQ,5,0,0.0,0.0,0.0
14 ST-UNION SQ,6,1,98.0,79.0,286.0
14 ST-UNION SQ,6,2,39.0,31.0,130.0
14 ST-UNION SQ,6,3,13.0,11.0,59.0
14 ST-UNION SQ,6,4,21.0,17.0,66.0
14 ST-UNION SQ,6,5,59.0,52.0,134.0
14 ST-UNION SQ,6,6,105.0,92.0,221.0
14 ST-UNION SQ,6,7,111.0,96.0,276.0
14 ST-UNION SQ,6,8,173.0,150.0,476.0
14 ST-UNION SQ,6,9,309.0,260.0,780.0
14 ST-UNION SQ,6,10,214.0,178.0,647.0
14 ST-UNION SQ,6,11,161.0,133.0,536.0
14 ST-UNION SQ,6,12,145.0,115.0,462.0
14 ST-UNION SQ,6,13,218.0,171.0,566.0
14 ST-UNION SQ,6,14,338.0,279.0,732.0
14 ST-UNION SQ,6,15,358.0,302.0,799.0
14 ST-UNION SQ,6,16,413.0,348.0,910.0
14 ST-UNION SQ,6,17,447.0,367.0,1107.0
14 ST-UNION SQ,6,18,438.0,346.0,1134.0
14 ST-UNION SQ,6,19,560.0,433.0,1268.0
14 ST-UNION SQ,6,20,428.0,338.0,1076.0
14 ST-UNION SQ,6,21,290.0,223.0,846.0
14 ST-UNION SQ,6,22,171.0,125.0,581.0
14 ST-UNION SQ,6,23,146.0,107.0,466.0
14 ST-UNION SQ,6,0,109.0,80.0,380.0
14 ST-UNION SQ,L,1,31.0,25.0,179.0
14 ST-UNION SQ,L,2,14.0,13.0,78.0
14 ST-UNION SQ,L,3,8.0,7.0,40.0
14 ST-UNION SQ,L,4,10.0,10.0,58.0
14 ST-UNION SQ,L,5,47.0,42.0,139.0
14 ST-UNION SQ,L,6,55.0,47.0,151.0
14 ST-UNION SQ,L,7,76.0,66.0,180.0
14 ST-UNION SQ,L,8,178.0,152.0,467.0
14 ST-UNION SQ,L,9,237.0,186.0,752.0
14 ST-UNION SQ,L,10,175.0,136.0,601.0
14 ST-UNION SQ,L,11,121.0,94.0,424.0
14 ST-UNION SQ,L,12,128.0,106.0,453.0
14 ST-UNION SQ,L,13,115.0,98.0,352.0
14 ST-UNION SQ,L,14,162.0,139.0,408.0
14 ST-UNION SQ,L,15,168.0,144.0,419.0
14 ST-UNION SQ,L,16,191.0,165.0,459.0
14 ST-UNION SQ,L,17,192.0,164.0,469.0
14 ST-UNION SQ,L,18,200.0,166.0,575.0
14 ST-UNION SQ,L,19,189.0,158.0,522.0
14 ST-UNION SQ,L,20,133.0,111.0,372.0
14 ST-UNION SQ,L,21,92.0,79.0,354.0
14 ST-UNION SQ,L,22,71.0,56.0,357.0
14 ST-UNION SQ,L,23,54.0,42.0,444.0
14 ST-UNION SQ,L,0,40.0,33.0,285.0
14 ST-UNION SQ,N,1,150.0,117.0,386.0
14 ST-UNION SQ,N,2,103.0,81.0,264.0
14 ST-UNION SQ,N,3,61.0,47.0,157.0
14 ST-UNION SQ,N,4,72.0,59.0,142.0
14 ST-UNION SQ,N,5,93.0,77.0,185.0
14 ST-UNION SQ,N,6,100.0,85.0,207.0
14 ST-UNION SQ,N,7,180.0,152.0,342.0
14 ST-UNION SQ,N,8,292.0,249.0,528.0
14 ST-UNION SQ,N,9,634.0,521.0,1297.0
14 ST-UNION SQ,N,10,506.0,406.0,1182.0
14 ST-UNION SQ,N,11,375.0,298.0,914.0
14 ST-UNION SQ,N,12,361.0,292.0,856.0
14 ST-UNION SQ,N,13,360.0,301.0,818.0
14 ST-UNION SQ,N,14,364.0,320.0,781.0
14 ST-UNION SQ,N,15,371.0,328.0,777.0
14 ST-UNION SQ,N,16,443.0,394.0,934.0
14 ST-UNION SQ,N,17,496.0,430.0,1154.0
14 ST-UNION SQ,N,18,512.0,434.0,1254.0
14 ST-UNION SQ,N,19,619.0,522.0,1507.0
14 ST-UNION SQ,N,20,509.0,429.0,1273.0
14 ST-UNION SQ,N,21,402.0,329.0,959.0
14 ST-UNION SQ,N,22,269.0,217.0,664.0
14 ST-UNION SQ,N,23,195.0,154.0,511.0
14 ST-UNION SQ,N,0,164.0,132.0,417.0
14 ST-UNION SQ,Q,1,147.0,120.0,330.0
14 ST-UNION SQ,Q,2,87.0,68.0,213.0
14 ST-UNION SQ,Q,3,49.0,37.0,141.0
14 ST-UNION SQ,Q,4,63.0,52.0,140.0
14 ST-UNION SQ,Q,5,110.0,99.0,218.0
14 ST-UNION SQ,Q,6,129.0,105.0,263.0
14 ST-UNION SQ,Q,7,217.0,179.0,428.0
14 ST-UNION SQ,Q,8,377.0,315.0,806.0
14 ST-UNION SQ,Q,9,675.0,536.0,1657.0
14 ST-UNION SQ,Q,10,578.0,455.0,1644.0
14 ST-UNION SQ,Q,11,480.0,378.0,1401.0
14 ST-UNION SQ,Q,12,446.0,352.0,1285.0
14 ST-UNION SQ,Q,13,433.0,350.0,1161.0
14 ST-UNION SQ,Q,14,437.0,372.0,927.0
14 ST-UNION SQ,Q,15,449.0,386.0,945.0
