STATION,route_id,hr,crowd
JUNIUS ST,4,5,82.5
INTERVALE AV,2,5,54.0
ASTORIA BLVD,N,5,6.5
BEACH 105 ST,H,5,0.6
KINGS HWY,F,5,
42 ST-PORT AUTH,A,5,56.0
METROPOLITAN AV,G,5,5.0
BOROUGH HALL,N,5,
50 ST,1,5,8.75
NOSTRAND AV,A,5,55.166666666666664
CANAL ST,1,5,3.0
50 ST,2,5,34.0
50 ST,A,5,36.2
NOSTRAND AV,4,5,28.333333333333332
FULTON ST,A,5,47.857142857142854
BURNSIDE AV,4,5,77.16666666666667
50 ST,D,5,54.5
50 ST,E,5,128.66666666666666
NORWOOD AV,J,5,42.0
51 ST,4,5,3.0
FULTON ST,G,5,13.25
BURKE AV,2,5,55.0
BUHRE AV,6,5,22.333333333333332
51 ST,6,5,1.0
52 ST,7,5,66.42857142857143
53 ST,N,5,
FULTON ST,J,5,59.166666666666664
53 ST,R,5,
55 ST,D,5,46.4
NORTHERN BLVD,E,5,32.333333333333336
BROOKLYN BRIDGE,6,5,0.0
57 ST,F,5,
NEWKIRK PLAZA,Q,5,
GATES AV,J,5,35.75
BROOKLYN BRIDGE,4,5,5.666666666666667
57 ST,M,5,
57 ST-7 AV,N,5,23.0
CANAL ST,2,5,95.66666666666667
CANAL ST,A,5,53.166666666666664
OCEAN PKWY,Q,5,
5 AV/59 ST,N,5,38.666666666666664
CATHEDRAL PKWY,1,5,104.66666666666667
42 ST-PORT AUTH,E,5,130.5
45 ST,N,5,
FT HAMILTON PKY,G,5,
45 ST,R,5,
PELHAM PKWY,2,5,49.333333333333336
46 ST,E,5,32.0
CASTLE HILL AV,6,5,31.5
PELHAM BAY PARK,6,5,40.0
47-50 STS ROCK,D,5,2.3333333333333335
PARSONS BLVD,F,5,13.666666666666666
47-50 STS ROCK,F,5,
FT HAMILTON PKY,N,5,
CARROLL ST,G,5,
57 ST-7 AV,Q,5,
47-50 STS ROCK,M,5,
CARROLL ST,F,5,
49 ST,N,5,21.666666666666668
49 ST,Q,5,
FULTON ST,2,5,68.0
PARKCHESTER,6,5,27.25
CANAL ST,N,5,
4AV-9 ST,F,5,
PARK PLACE,FS,5,0.75
CANAL ST,J,5,48.0
4AV-9 ST,G,5,
5 AV/53 ST,E,5,3.0
PARK PLACE,2,5,70.25
FULTON ST,4,5,4.4
CANAL ST,E,5,0.5
PARKSIDE AV,Q,5,
NEWKIRK AV,2,5,0.0
GRAND ARMY PLAZ,2,5,16.75
NEW UTRECHT AV,N,5,
GRANT AV,A,5,98.2
BRIARWOOD,F,5,27.666666666666668
69 ST,7,5,60.25
7 AV,D,5,6.833333333333333
MYRTLE AV,J,5,47.5
BRIARWOOD,E,5,15.5
7 AV,E,5,
MT EDEN AV,4,5,90.0
7 AV,F,5,
GRD CNTRL-42 ST,7,5,34.857142857142854
GREENPOINT AV,G,5,4.5
7 AV,G,5,
MOSHOLU PKWY,4,5,50.5
BOWLING GREEN,4,5,9.4
MYRTLE AV,M,5,
71 ST,D,5,55.25
72 ST,1,5,92.16666666666667
72 ST,2,5,45.666666666666664
MORISN AV/SNDVW,6,5,35.0
MIDDLETOWN RD,6,5,8.25
GUN HILL RD,2,5,31.25
72 ST,A,5,33.25
BOTANIC GARDEN,FS,5,5.666666666666667
72 ST-2 AVE,M,5,1.5
72 ST-2 AVE,Q,5,7.0
BOROUGH HALL,R,5,22.75
METS-WILLETS PT,7,5,24.285714285714285
74 ST-BROADWAY,7,5,59.875
METROPOLITAN AV,M,5,
HALSEY ST,J,5,38.25
BOWERY,J,5,46.5
75 AV,E,5,19.5
68ST-HUNTER CO,6,5,9.0
BRIGHTON BEACH,Q,5,
BROOK AV,6,5,41.6
59 ST,N,5,45.88888888888889
NEW LOTS AV,4,5,470.5
BRONX PARK EAST,2,5,54.5
59 ST,R,5,
59 ST COLUMBUS,1,5,118.66666666666667
NEVINS ST,4,5,5.5
BROADWAY,N,5,15.5
59 ST COLUMBUS,2,5,97.375
59 ST COLUMBUS,A,5,29.7
59 ST COLUMBUS,D,5,9.285714285714286
GRAND ARMY PLAZ,4,5,27.666666666666668
61 ST WOODSIDE,7,5,57.714285714285715
NEVINS ST,2,5,60.0
68ST-HUNTER CO,4,5,7.5
BROADWAY,G,5,7.333333333333333
NEREID AV,2,5,18.333333333333332
NEPTUNE AV,F,5,
GRAND ST,D,5,16.1
65 ST,E,5,33.333333333333336
BROAD ST,J,5,0.0
NECK RD,Q,5,
GRAND-NEWTOWN,E,5,31.5
66 ST-LINCOLN,1,5,139.25
BROAD CHANNEL,H,5,0.3333333333333333
66 ST-LINCOLN,2,5,66.0
BROAD CHANNEL,A,5,77.33333333333333
67 AV,E,5,15.333333333333334
NASSAU AV,G,5,3.75
E 180 ST,2,5,71.2
63 DR-REGO PARK,E,5,18.333333333333332
5 AVE,7,5,22.142857142857142
MYRTLE-WILLOUGH,G,5,10.0
WEST FARMS SQ,2,5,78.33333333333333
14 ST,1,5,49.5
125 ST,2,5,58.8
15 ST-PROSPECT,F,5,
W 8 ST-AQUARIUM,Q,5,
111 ST,7,5,34.57142857142857
WORLD TRADE CTR,E,5,0.0
WHITEHALL S-FRY,R,5,12.0
W 4 ST-WASH SQ,A,5,61.57142857142857
145 ST,1,5,84.125
V.CORTLANDT PK,1,5,53.333333333333336
WHITEHALL S-FRY,N,5,
WAKEFIELD/241,2,5,55.0
110 ST,4,5,69.5
125 ST,4,5,64.0
VERNON-JACKSON,7,5,58.5
138/GRAND CONC,4,5,62.2
104 ST,J,5,59.5
WTC-CORTLANDT,1,5,3.3333333333333335
145 ST,A,5,55.4
WESTCHESTER SQ,6,5,28.0
137 ST CITY COL,1,5,89.0
14 ST-UNION SQ,Q,5,
15 ST-PROSPECT,G,5,
WOODLAWN,4,5,49.333333333333336
125 ST,1,5,46.333333333333336
WOODHAVEN BLVD,E,5,21.666666666666668
14 ST,E,5,3.0
14 ST,A,5,57.857142857142854
116 ST,6,5,22.0
W 4 ST-WASH SQ,M,5,
W 4 ST-WASH SQ,F,5,
116 ST,4,5,88.25
WINTHROP ST,2,5,36.0
WOODHAVEN BLVD,J,5,
14 ST,F,5,
116 ST-COLUMBIA,1,5,89.5
W 8 ST-AQUARIUM,F,5,0.0
14 ST,M,5,
121 ST,J,5,45.0
116 ST,2,5,33.5
W 4 ST-WASH SQ,E,5,4.333333333333333
14 ST-UNION SQ,N,5,
14 ST,2,5,84.5
111 ST,J,5,53.5
WHITLOCK AV,6,5,25.75
155 ST,A,5,45.8
W 4 ST-WASH SQ,D,5,8.333333333333334
UTICA AV,A,5,64.5
110 ST,6,5,16.2
VAN SICLEN AVE,A,5,78.2
VAN SICLEN AV,J,5,36.5
ZEREGA AV,6,5,25.833333333333332
125 ST,A,5,41.6
VAN SICLEN AV,4,5,120.33333333333333
UNION ST,R,5,
14TH STREET,1,5,38.6
103 ST,A,5,37.8
103 ST,6,5,12.5
103 ST,4,5,67.0
155 ST,D,5,33.0
125 ST,D,5,20.833333333333332
14TH STREET,2,5,71.5
135 ST,2,5,57.8
103 ST,1,5,76.75
WALL ST,4,5,5.75
135 ST,A,5,48.4
116 ST,A,5,35.2
YORK ST,F,5,
103 ST-CORONA,7,5,56.0
149/GRAND CONC,2,5,62.0
125 ST,6,5,22.6
WALL ST,2,5,19.333333333333332
NEWKIRK PLAZA,Q,6,
MIDDLETOWN RD,6,6,39.6
NOSTRAND AV,4,6,43.333333333333336
W 8 ST-AQUARIUM,F,6,0.0
57 ST-7 AV,N,6,113.5
8 AV,N,6,
WALL ST,4,6,4.75
57 ST-7 AV,Q,6,
NEWKIRK AV,2,6,135.25
50 ST,2,6,42.75
MORISN AV/SNDVW,6,6,53.0
NEW UTRECHT AV,N,6,
59 ST,N,6,81.66666666666667
NEW LOTS AV,4,6,169.0
14 ST,2,6,109.875
8 AV,E,6,5.333333333333333
LORIMER ST,J,6,115.0
59 ST,R,6,
59 ST COLUMBUS,1,6,114.125
57 ST,F,6,
72 ST-2 AVE,Q,6,14.5
NORTHERN BLVD,E,6,45.0
72 ST,2,6,63.25
50 ST,A,6,95.7
50 ST,D,6,54.875
50 ST,E,6,227.0
NORWOOD AV,J,6,115.66666666666667
14 ST,A,6,148.0
LEXINGTON AV/63,Q,6,
WALL ST,2,6,26.4
51 ST,4,6,1.0
80 ST,A,6,136.66666666666666
135 ST,2,6,117.25
LIBERTY AV,A,6,129.42857142857142
8 ST-NYU,Q,6,
137 ST CITY COL,1,6,105.16666666666667
51 ST,6,6,22.0
NORWOOD 205 ST,D,6,128.0
72 ST,A,6,112.83333333333333
LONGWOOD AV,6,6,48.0
52 ST,7,6,108.4
53 ST,N,6,
55 ST,D,6,45.0
53 ST,R,6,
7 AV,F,6,
NEVINS ST,4,6,8.0
74 ST-BROADWAY,7,6,112.83333333333333
77 ST,6,6,19.25
NASSAU AV,G,6,6.5
MYRTLE-WILLOUGH,G,6,24.0
7 AV,G,6,
68ST-HUNTER CO,4,6,25.625
77 ST,4,6,13.75
68ST-HUNTER CO,6,6,22.0
135 ST,A,6,109.4
67 AV,E,6,19.666666666666668
75 ST-ELDERTS,J,6,138.66666666666666
69 ST,7,6,114.16666666666667
75 AV,F,6,77.25
7 AV,D,6,10.583333333333334
MYRTLE AV,J,6,107.33333333333333
7 AV,E,6,
MT EDEN AV,4,6,70.25
METROPOLITAN AV,G,6,9.666666666666666
138/GRAND CONC,4,6,40.0
75 AV,E,6,18.0
WAKEFIELD/241,2,6,190.33333333333334
72 ST,1,6,69.25
MOSHOLU PKWY,4,6,61.5
66 ST-LINCOLN,1,6,66.25
8 AV,A,6,157.6
59 ST COLUMBUS,2,6,117.3
59 ST COLUMBUS,A,6,106.8
59 ST COLUMBUS,D,6,6.0
71 ST,D,6,46.166666666666664
61 ST WOODSIDE,7,6,113.0
METS-WILLETS PT,7,6,69.33333333333333
79 ST,D,6,48.6
79 ST,2,6,97.25
66 ST-LINCOLN,2,6,81.25
63 DR-REGO PARK,E,6,24.0
NEPTUNE AV,F,6,
14 ST,1,6,58.1
79 ST,1,6,22.666666666666668
65 ST,E,6,49.75
MARBLE HILL-225,1,6,25.5
77 ST,R,6,
NECK RD,Q,6,
MARCY AV,J,6,116.66666666666667
W 8 ST-AQUARIUM,Q,6,
NEREID AV,2,6,121.2
NEVINS ST,2,6,60.8
49 ST,Q,6,
50 ST,1,6,90.5
238 ST,1,6,56.0
SENECA AVE,M,6,
25 AV,D,6,15.0
SARATOGA AV,4,6,38.333333333333336
VAN SICLEN AVE,A,6,134.6
25 ST,D,6,42.0
25 ST,N,6,
25 ST,R,6,
28 ST,1,6,87.75
ROOSEVELT ISLND,F,6,
28 ST,2,6,94.33333333333333
145 ST,A,6,115.2
28 ST,4,6,15.666666666666666
28 ST,6,6,8.0
28 ST,N,6,
ROCKAWAY PARK B,H,6,0.16666666666666666
28 ST,Q,6,
3 AV 138 ST,6,6,69.8
ROCKAWAY BLVD,A,6,132.0
3 AV-149 ST,2,6,154.0
ROCKAWAY AV,A,6,126.83333333333333
VERNON-JACKSON,7,6,93.5
ROCKAWAY AV,4,6,44.333333333333336
30 AV,N,6,19.0
33 ST,4,6,24.25
33 ST,6,6,11.0
33 ST-RAWSON ST,7,6,103.16666666666667
149/GRAND CONC,2,6,122.66666666666667
SHEEPSHEAD BAY,Q,6,
233 ST,2,6,80.66666666666667
231 ST,1,6,64.4
207 ST,1,6,83.8
14TH STREET,2,6,86.75
21 ST,G,6,1.5
SPRING ST,6,6,1.0
21 ST-QNSBRIDGE,F,6,
SPRING ST,4,6,1.3333333333333333
215 ST,1,6,70.0
SOUTH FERRY,R,6,0.0
219 ST,2,6,80.2
SOUTH FERRY,N,6,
225 ST,2,6,103.0
23 ST,1,6,72.5
SOUTH FERRY,1,6,44.0
RECTOR ST,N,6,
14TH STREET,1,6,37.8
VAN SICLEN AV,4,6,36.25
23 ST,4,6,12.166666666666666
23 ST,6,6,2.5
SMITH-9 ST,G,6,
23 ST,A,6,158.0
23 ST,E,6,6.333333333333333
SMITH-9 ST,F,6,
VAN SICLEN AV,J,6,108.33333333333333
23 ST,F,6,
SIMPSON ST,2,6,158.8
23 ST,N,6,
23 ST,Q,6,
SHEPHERD AV,A,6,140.0
23 ST,2,6,70.8
NOSTRAND AV,A,6,108.8
34 ST-HERALD SQ,D,6,22.4
145 ST,1,6,102.5
42 ST-PORT AUTH,A,6,105.0
PENNSYLVANIA AV,4,6,100.0
42 ST-PORT AUTH,E,6,234.0
W 4 ST-WASH SQ,E,6,8.5
45 ST,N,6,
45 ST,R,6,
PELHAM PKWY,2,6,117.6
46 ST,E,6,44.0
PELHAM BAY PARK,6,6,54.75
47-50 STS ROCK,D,6,4.428571428571429
PARSONS BLVD,F,6,63.333333333333336
47-50 STS ROCK,F,6,
PARKSIDE AV,Q,6,
14 ST,F,6,
49 ST,N,6,107.0
81 ST-MUSEUM,A,6,58.4
PARKCHESTER,6,6,58.333333333333336
W 4 ST-WASH SQ,F,6,
4AV-9 ST,F,6,
PARK PLACE,FS,6,2.5
4AV-9 ST,G,6,
5 AV/53 ST,E,6,26.5
PARK PLACE,2,6,69.4
14 ST,E,6,5.666666666666667
5 AV/59 ST,N,6,116.5
OCEAN PKWY,Q,6,
5 AVE,7,6,39.3
PRESIDENT ST,2,6,64.2
PRINCE ST,N,6,
42 ST-BRYANT PK,F,6,
42 ST-BRYANT PK,D,6,6.833333333333333
34 ST-HERALD SQ,F,6,
RALPH AV,A,6,127.8
W 4 ST-WASH SQ,A,6,139.4
34 ST-HERALD SQ,N,6,
34 ST-HERALD SQ,Q,6,
QUEENSBORO PLZ,7,6,88.8
34 ST-HUDSON YD,7,6,0.0
34 ST-PENN STA,1,6,81.6
QUEENS PLAZA,E,6,67.66666666666667
34 ST-PENN STA,2,6,17.75
PROSPECT PARK,Q,6,
34 ST-PENN STA,A,6,194.6
34 ST-PENN STA,E,6,194.0
RECTOR ST,1,6,29.4
PROSPECT PARK,FS,6,8.0
PROSPECT AV,R,6,
14 ST-UNION SQ,Q,6,
36 ST,E,6,76.5
PROSPECT AV,N,6,
W 4 ST-WASH SQ,D,6,26.333333333333332
PROSPECT AV,D,6,46.5
39 AV,N,6,5.0
4 AV-9 ST,F,6,
PROSPECT AV,2,6,154.0
4 AV-9 ST,G,6,
40 ST LOWERY ST,7,6,107.16666666666667
PRINCE ST,Q,6,
14 ST-UNION SQ,N,6,
36 AV,N,6,27.5
82 ST-JACKSON H,7,6,112.83333333333333
155 ST,D,6,29.0
85 ST-FOREST PK,J,6,141.33333333333334
CANAL ST,A,6,145.5
FULTON ST,4,6,5.333333333333333
WOODLAWN,4,6,120.33333333333333
CANAL ST,E,6,2.5
CANAL ST,J,6,117.33333333333333
CANAL ST,N,6,
FULTON ST,2,6,6.0
CARROLL ST,F,6,
FT HAMILTON PKY,N,6,
CARROLL ST,G,6,
111 ST,7,6,58.333333333333336
CASTLE HILL AV,6,6,44.5
FT HAMILTON PKY,G,6,
CATHEDRAL PKWY,1,6,96.5
WORLD TRADE CTR,E,6,0.0
CATHEDRAL PKWY,A,6,94.4
FT HAMILTON PKY,F,6,
FT HAMILTON PKY,D,6,46.333333333333336
CENTRAL PK N110,2,6,136.0
FRESH POND RD,M,6,
110 ST,6,6,75.0
CHAMBERS ST,1,6,20.666666666666668
CHAMBERS ST,2,6,71.8
FREEMAN ST,2,6,135.0
110 ST,4,6,42.6
FRANKLIN ST,2,6,36.75
CHAMBERS ST,A,6,146.83333333333334
CANAL ST,2,6,29.6
CANAL ST,1,6,25.333333333333332
FULTON ST,A,6,139.16666666666666
BURNSIDE AV,4,6,107.75
BOWERY,J,6,116.0
GREENPOINT AV,G,6,10.0
BOWLING GREEN,4,6,10.142857142857142
GRD CNTRL-42 ST,7,6,55.166666666666664
BRIARWOOD,E,6,36.0
BRIARWOOD,F,6,79.33333333333333
GRANT AV,A,6,156.6
BRIGHTON BEACH,Q,6,
BROAD CHANNEL,A,6,77.33333333333333
BROAD CHANNEL,H,6,0.0
GRAND-NEWTOWN,E,6,30.5
BROAD ST,J,6,30.0
GRAND ST,D,6,42.166666666666664
FRANKLIN ST,1,6,44.75
116 ST,2,6,95.8
GRAND ARMY PLAZ,4,6,49.5
BROADWAY,N,6,25.5
BRONX PARK EAST,2,6,163.25
BROOK AV,6,6,65.33333333333333
GRAND ARMY PLAZ,2,6,57.333333333333336
BROOKLYN BRIDGE,4,6,5.3
GATES AV,J,6,99.66666666666667
111 ST,J,6,59.0
BROOKLYN BRIDGE,6,6,0.0
FULTON ST,J,6,90.75
BUHRE AV,6,6,35.666666666666664
FULTON ST,G,6,19.0
BURKE AV,2,6,157.2
BROADWAY,G,6,16.666666666666668
CHAMBERS ST,J,6,138.0
CHAUNCEY ST,J,6,111.33333333333333
FRANKLIN AV,FS,6,0.0
FLATBUSH AV-B.C,2,6,175.33333333333334
103 ST,A,6,114.0
COURT SQ-23 ST,E,6,67.33333333333333
FAR ROCKAWAY,A,6,69.66666666666667
CRESCENT ST,J,6,125.33333333333333
EUCLID AV,A,6,157.4
ZEREGA AV,6,6,38.4
CROWN HTS-UTICA,4,6,84.0
CYPRESS AV,6,6,35.5
ELMHURST AV,E,6,35.5
CYPRESS HILLS,J,6,127.0
ELDER AV,6,6,72.0
DEKALB AV,D,6,47.5
COURT SQ,G,6,0.0
103 ST,6,6,56.0
DEKALB AV,Q,6,
EASTN PKWY-MUSM,4,6,38.0
103 ST,4,6,38.25
DEKALB AV,R,6,
DELANCEY/ESSEX,F,6,
DITMAS AV,F,6,
EASTN PKWY-MUSM,2,6,65.8
DYCKMAN ST,1,6,83.0
DYCKMAN ST,A,6,45.8
EAST BROADWAY,F,6,
E 143/ST MARY'S,6,6,58.8
103 ST,1,6,111.75
E 149 ST,6,6,59.3
DEKALB AV,N,6,
GUN HILL RD,2,6,157.5
COURT SQ,7,6,90.66666666666667
CORTLANDT ST,N,6,
CHRISTOPHER ST,1,6,30.0
CHRISTOPHER ST,2,6,75.66666666666667
CHURCH AV,2,6,71.0
FRANKLIN AV,A,6,105.4
104 ST,J,6,64.66666666666667
CHURCH AV,F,6,
CHURCH AV,G,6,0.0
WTC-CORTLANDT,1,6,33.5
CHURCH AV,Q,6,
FOREST HILLS 71,F,6,89.33333333333333
CITY HALL,N,6,
CLARK ST,2,6,70.4
FOREST HILLS 71,E,6,17.0
FLUSHING AV,G,6,14.666666666666666
FOREST AVE,M,6,
CLEVELAND ST,J,6,139.0
FORDHAM RD,D,6,69.0
CLINTON-WASH AV,A,6,104.2
FORDHAM RD,4,6,111.5
CLINTON-WASH AV,G,6,30.0
CONEY IS-STILLW,D,6,0.0
FLUSHING-MAIN,7,6,0.0
103 ST-CORONA,7,6,91.83333333333333
CONEY IS-STILLW,F,6,0.0
YORK ST,F,6,
CONEY IS-STILLW,Q,6,0.0
CORTELYOU RD,Q,6,
FLUSHING AV,J,6,109.66666666666667
CLASSON AV,G,6,31.666666666666668
BOTANIC GARDEN,FS,6,3.0
WOODHAVEN BLVD,J,6,
BOROUGH HALL,R,6,20.666666666666668
KINGS HWY,F,6,
ALLERTON AV,2,6,147.0
AQUEDUCT N.COND,A,6,112.6
KEW GARDENS,F,6,75.5
AQUEDUCT RACETR,A,6,32.0
KEW GARDENS,E,6,34.4
WESTCHESTER SQ,6,6,36.8
ASTOR PL,4,6,9.714285714285714
ASTOR PL,6,6,2.8
JUNIUS ST,4,6,53.6
ASTORIA BLVD,N,6,8.5
ASTORIA DITMARS,N,6,0.0
ATL AV-BARCLAY,2,6,71.16666666666667
ALABAMA AV,J,6,103.0
JUNCTION BLVD,7,6,104.33333333333333
ATL AV-BARCLAY,4,6,34.666666666666664
AVENUE H,Q,6,
JKSN HT-ROOSVLT,F,6,119.0
AVENUE I,F,6,
AVENUE J,Q,6,
JKSN HT-ROOSVLT,E,6,49.5
AVENUE M,Q,6,
AVENUE N,F,6,
JAY ST-METROTEC,R,6,
WHITEHALL S-FRY,N,6,
JAY ST-METROTEC,N,6,
AVENUE P,F,6,
AVENUE U,F,6,
125 ST,4,6,51.0
JAY ST-METROTEC,F,6,
KINGS HWY,N,6,
125 ST,6,6,70.33333333333333
86 ST,1,6,42.4
86 ST,2,6,67.3
86 ST,4,6,33.5
LEXINGTON AV/53,E,6,31.0
125 ST,D,6,25.9
86 ST,6,6,33.5
LAFAYETTE AV,A,6,105.4
86 ST,A,6,93.6
KOSCIUSZKO ST,J,6,103.25
86 ST,N,6,
86 ST,Q,6,0.0
KNICKERBOCKER,M,6,
86 ST-2 AVE,N,6,
96 ST,A,6,94.0
KINGSTON-THROOP,A,6,111.8
SPRING ST,A,6,157.5
88 ST,A,6,133.16666666666666
KINGSTON AV,4,6,43.2
WEST FARMS SQ,2,6,155.6
9 AV,D,6,50.25
90 ST-ELMHURST,7,6,109.66666666666667
KINGSBRIDGE RD,D,6,80.83333333333333
96 ST,1,6,83.42857142857143
96 ST,2,6,77.5
KINGSBRIDGE RD,4,6,99.1
96 ST,4,6,23.75
96 ST,6,6,34.5
KINGS HWY,Q,6,
125 ST,A,6,99.4
LEXINGTON AV/63,F,6,
AVENUE U,N,6,0.0
JAY ST-METROTEC,A,6,107.2
BEACH 98 ST,H,6,2.0
HOYT-SCHER,A,6,105.4
WINTHROP ST,2,6,45.2
BEDFORD PK BLVD,4,6,47.8
BEDFORD PK BLVD,D,6,71.8
HOYT ST,2,6,5.0
BEDFORD-NOSTRAN,G,6,30.666666666666668
BERGEN ST,2,6,59.0
HOWARD BCH JFK,A,6,103.33333333333333
HOUSTON ST,2,6,73.33333333333333
116 ST,A,6,97.0
BERGEN ST,4,6,48.666666666666664
BERGEN ST,F,6,
116 ST-COLUMBIA,1,6,96.66666666666667
BERGEN ST,G,6,
WOODHAVEN BLVD,E,6,29.0
BEVERLEY ROAD,Q,6,
HIGH ST,A,6,114.75
BEVERLY RD,2,6,84.0
BLEECKER ST,4,6,7.0
BLEECKER ST,6,6,2.5
116 ST,6,6,86.0
BOROUGH HALL,2,6,55.25
HEWES ST,J,6,116.33333333333333
BOROUGH HALL,4,6,8.5
HALSEY ST,J,6,108.33333333333333
116 ST,4,6,45.0
BOROUGH HALL,N,6,
HOUSTON ST,1,6,3.0
AVENUE U,Q,6,
BEACH 90 ST,H,6,1.6
BEACH 67 ST,A,6,92.28571428571429
125 ST,2,6,133.5
WHITEHALL S-FRY,R,6,13.0
AVENUE X,F,6,
JAMAICA VAN WK,E,6,38.75
B'WAY-LAFAYETTE,D,6,36.5
B'WAY-LAFAYETTE,F,6,
JAMAICA CENTER,J,6,0.0
BAY 50 ST,D,6,11.5
JAMAICA CENTER,E,6,35.333333333333336
125 ST,1,6,66.0
BAY PKWY,D,6,22.5
JAMAICA 179 ST,F,6,67.0
BAY PKWY,F,6,
HOYT-SCHER,G,6,9.5
WHITLOCK AV,6,6,72.0
JACKSON AV,2,6,137.9
BAY RIDGE AV,R,6,
BAY RIDGE-95 ST,R,6,0.0
INWOOD-207 ST,A,6,15.666666666666666
BEACH 105 ST,H,6,1.75
INTERVALE AV,2,6,156.75
121 ST,J,6,52.333333333333336
BEACH 25 ST,A,6,94.16666666666667
BEACH 36 ST,A,6,90.14285714285714
HUNTS POINT AV,6,6,58.0
BEACH 44 ST,A,6,89.25
BEACH 60 ST,A,6,87.16666666666667
HUNTERS PT AV,7,6,90.5
BAY PKWY,N,6,0.0
20 AV,N,6,2.0
8 ST-NYU,N,6,
E 180 ST,2,6,174.4
STEINWAY ST,E,6,39.333333333333336
163 ST-AMSTERDM,A,6,113.0
TREMONT AV,D,6,57.142857142857146
191 ST,1,6,86.25
15 ST-PROSPECT,G,6,
174-175 STS,D,6,46.857142857142854
18 AV,F,6,
161/YANKEE STAD,D,6,36.583333333333336
SUTPHIN-ARCHER,J,6,50.0
ST LAWRENCE AV,6,6,43.5
2 AV,F,6,
UNION ST,R,6,
UNION ST,D,6,46.0
TIMES SQ-42 ST,1,6,106.25
UTICA AV,A,6,121.8
175 ST,A,6,70.4
157 ST,1,6,96.25
18 AV,D,6,35.333333333333336
20 AV,D,6,30.333333333333332
TIMES SQ-42 ST,2,6,95.6
18 AV,N,6,
190 ST,A,6,55.0
167 ST,4,6,76.5
181 ST,A,6,63.2
169 ST,F,6,5.0
TIMES SQ-42 ST,N,6,232.5
170 ST,4,6,75.4
STERLING ST,2,6,26.5
181 ST,1,6,119.5
168 ST,A,6,106.3
182-183 STS,D,6,56.857142857142854
18 ST,2,6,84.2
UNION ST,N,6,
TIMES SQ-42 ST,7,6,42.8
SUTPHIN BLVD,F,6,71.66666666666667
TIMES SQ-42 ST,Q,6,
170 ST,D,6,47.25
167 ST,D,6,46.714285714285715
183 ST,4,6,111.33333333333333
18 ST,1,6,84.75
15 ST-PROSPECT,F,6,
174 ST,2,6,166.25
SUTPHIN-ARCHER,E,6,7.5
155 ST,A,6,88.0
SUTTER AV-RUTLD,4,6,55.0
V.CORTLANDT PK,1,6,98.75
176 ST,4,6,96.0
SPRING ST,E,6,2.5
CONEY IS-STILLW,F,7,0.0
86 ST,A,7,112.25
7 AV,F,7,
BROOKLYN BRIDGE,6,7,2.3333333333333335
125 ST,1,7,16.333333333333332
BEDFORD PK BLVD,4,7,65.5
207 ST,1,7,13.0
ASTORIA BLVD,N,7,2.0
161/YANKEE STAD,D,7,48.57142857142857
YORK ST,F,7,
TIMES SQ-42 ST,7,7,34.5
135 ST,A,7,175.0
14TH STREET,2,7,22.333333333333332
BEDFORD PK BLVD,D,7,72.0
77 ST,4,7,17.75
138/GRAND CONC,4,7,89.66666666666667
25 ST,R,7,
CONEY IS-STILLW,Q,7,50.0
45 ST,N,7,
36 ST,E,7,99.5
18 AV,N,7,
JUNIUS ST,4,7,33.5
GATES AV,J,7,104.0
MT EDEN AV,4,7,125.0
25 ST,N,7,
77 ST,6,7,20.2
57 ST-7 AV,Q,7,
W 4 ST-WASH SQ,E,7,10.0
CARROLL ST,G,7,
WINTHROP ST,2,7,50.5
28 ST,1,7,65.66666666666667
111 ST,J,7,61.333333333333336
FRANKLIN AV,FS,7,0.0
42 ST-PORT AUTH,A,7,130.14285714285714
METROPOLITAN AV,G,7,16.5
FT HAMILTON PKY,N,7,
28 ST,6,7,39.25
18 AV,F,7,
CONEY IS-STILLW,D,7,0.0
59 ST,N,7,86.66666666666666
BAY RIDGE-95 ST,R,7,0.0
28 ST,4,7,29.75
BUHRE AV,6,7,73.5
75 AV,F,7,55.0
145 ST,A,7,166.4
SUTPHIN BLVD,F,7,23.666666666666668
125 ST,2,7,181.25
28 ST,2,7,35.0
NEPTUNE AV,F,7,
PENNSYLVANIA AV,4,7,36.0
CHRISTOPHER ST,1,7,10.4
75 ST-ELDERTS,J,7,147.0
ASTORIA DITMARS,N,7,0.0
42 ST-PORT AUTH,E,7,253.0
103 ST-CORONA,7,7,85.66666666666667
FLUSHING-MAIN,7,7,0.0
45 ST,R,7,
18 ST,1,7,32.5
125 ST,D,7,34.833333333333336
NEW UTRECHT AV,N,7,
LAFAYETTE AV,A,7,152.57142857142858
ROOSEVELT ISLND,F,7,
174-175 STS,D,7,56.166666666666664
ATL AV-BARCLAY,2,7,34.9
FULTON ST,J,7,3.3333333333333335
HOYT-SCHER,A,7,150.28571428571428
25 ST,D,7,51.0
NEWKIRK AV,2,7,38.666666666666664
238 ST,1,7,32.0
JAY ST-METROTEC,A,7,144.85714285714286
BROOK AV,6,7,87.5
E 180 ST,2,7,148.0
GRAND ARMY PLAZ,2,7,20.25
FLUSHING AV,G,7,15.5
79 ST,1,7,59.0
COURT SQ,7,7,93.0
BERGEN ST,2,7,20.0
149/GRAND CONC,2,7,107.66666666666667
LEXINGTON AV/53,E,7,65.33333333333333
111 ST,7,7,57.1
7 AV,E,7,
